"x1","x2","Class"
0.200798102414258,0.678037607614255,"negative"
0.0166200885891303,1.57655790252605,"negative"
0.228724690747554,-0.559533749096873,"negative"
0.126378773351926,-0.0938137832920917,"negative"
0.600821288128829,-0.298394885112927,"negative"
0.108671721104004,0.847323793182463,"negative"
-0.045218249402319,-1.09318174372229,"negative"
-0.88425933284428,-1.14368629436276,"negative"
0.239859255172185,0.456277112712607,"negative"
-0.643454340877521,-0.0380449419150352,"negative"
0.534624904066819,-2.10997346640129,"negative"
-1.25159197084065,0.915076904079588,"negative"
0.159401731653732,1.33425405196709,"negative"
-0.954759161420869,0.91192963039455,"negative"
-0.62671829987178,0.162236637756133,"negative"
0.32428654024888,-0.522785238348325,"negative"
-0.765194533045271,0.571979097238673,"negative"
-0.508847052878103,-0.245815004002515,"negative"
-0.134044713568726,0.696155828482528,"negative"
-0.265418837599007,0.942685775983584,"negative"
-0.0365618547862055,1.23822977170559,"negative"
1.56520870471345,0.927832241502813,"negative"
-0.694608254312167,-0.587121214839437,"negative"
-0.543570760567529,0.284305083372807,"negative"
-0.192235483622964,-0.796620772302191,"negative"
0.663389698830418,-0.899812183341457,"negative"
0.15310023376212,-0.0916220235520023,"negative"
0.623099284588082,0.688791001883591,"negative"
-0.488797539742817,-0.262956504177447,"negative"
0.483765278108588,0.747220818625422,"negative"
-0.064062180951421,1.42350786502988,"negative"
-1.0105761066046,-1.1314726565606,"negative"
-1.01985091055287,-1.89387785425546,"negative"
-0.207771634702467,-0.678679896960405,"negative"
-0.503234486524155,0.616035887042754,"negative"
-0.167527629982771,-2.63686635052873,"negative"
-0.383644377037386,-0.515132114514073,"negative"
0.128235801983985,-0.568357298996591,"negative"
0.0240964384047796,-2.33062867398449,"negative"
0.567418296965095,-0.234965893241259,"negative"
-0.284418683735775,-0.811433022973403,"negative"
0.535831896547741,1.57334560296478,"negative"
-1.14552632631616,1.3678354559491,"negative"
-0.823795858101963,0.659435521013343,"negative"
0.114764046239103,0.733718971615956,"negative"
-1.30678486124287,0.228804930158014,"negative"
0.185521027047272,-2.18678890179518,"negative"
-0.314734385855405,-1.97095372656125,"negative"
0.0549030611118898,0.621745110548836,"negative"
0.352940909484188,-0.386380173722969,"negative"
0.2256308095495,0.670398546009084,"negative"
-0.150409850378331,0.590057629868433,"negative"
-0.41569378134049,-0.939556044580099,"negative"
-0.0484351963402637,-0.589162171254367,"negative"
-0.899989963616832,-0.773075777262973,"negative"
0.807211204318157,1.53805133820732,"negative"
-0.411595758441742,-0.929605660686512,"negative"
-0.724309614439818,1.75006863490417,"negative"
-0.127505337803586,1.13308906941093,"negative"
0.532338593387357,-1.87962862070377,"negative"
-0.234266326352187,0.0966554952122624,"negative"
0.105168218225609,-0.286866451166203,"negative"
-0.635348960447099,-1.94366890438858,"negative"
-0.222233395629422,0.824727287352128,"negative"
-0.23789401989859,0.0621708872068306,"negative"
0.375079338682302,-1.1526548640332,"negative"
0.421480524572266,-0.717886376417433,"negative"
-1.08264314086805,0.813528922310556,"negative"
0.407558655353441,2.16463072000145,"negative"
0.340091289683334,0.00860051342752667,"negative"
0.0867283654770946,-0.00985434262415624,"negative"
-0.200452739488693,0.462271421161756,"negative"
